Review #,Brand,Variety,Style,Country,Stars,Top Ten
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4,
765,Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5,
1677,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5,
1796,Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,4.75,
2250,Nissin,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,Hong Kong,4,
2305,Ajinatori,Chicken Flavor Ramen,Pack,Japan,4,
1138,Tablemark,Downtown Ramen Shop Shoyu,Pack,Japan,4.75,
2068,Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5,
644,Sura,Knife Cut Rice Noodle,Bowl,South Korea,3.75,
2385,Uni-President,Man Han Feast Chilli Beef Flavor Instant Noodles,Bowl,Taiwan,4.75,
1547,Vedan,Volcano Spicy Pork Noodle,Bowl,Taiwan,4.25,
459,Gefen,Imitation Chicken Vegetarian,Pack,USA,3,
576,Menraku,Tempura Soba,Bowl,Japan,3.75,
2117,7 Select,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Bowl,Thailand,4,
56,Doll,Instant Noodles With Sesame Oil & Soup Base,Pack,Hong Kong,1,
144,Nongshim,Kimchi Ramyun,Pack,South Korea,3.5,
3,Wai Wai,Tom Yum Shrimp,Pack,Thailand,2,
2112,Nissin,Chilli Noodles Spicy Tom Yum Flavour,Pack,Thailand,4,
1212,Ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,3.5,
304,Mama,Pho Bo Rice Noodle Artificial Beef,Bowl,Thailand,3.5,
2474,Ottogi,Ppushu Ppushu Noodle Snack Chilli Cheese Flavor,Pack,South Korea,4.25,
2288,Nissin,Cup Noodles Tom Yum Goong Flavour,Cup,Hong Kong,4,
1442,Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,
1400,Pulmuone,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),Pack,South Korea,3.75,
2084,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5,
740,Indomie,Mi Goreng Sate (Local),Pack,Indonesia,5,
1822,Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5,
853,Dongwon,RaUdong Unfried Noodle With Kimchi,Bowl,South Korea,4.5,
1609,Mitoku,Brown Rice Ramen,Pack,Japan,0.25,
1220,Nissin,Ultraman Instant Noodle Pork Flavour,Cup,Japan,3,
575,Batchelors,Super Noodles Barbecue Beef,Pack,UK,3.5,
1437,Knorr,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,Hong Kong,3,
788,Uni-President,100 Beef With Sauerkraut,Pack,Taiwan,4.75,
1199,Mama,Instant Noodles Chicken Green Curry Flavour,Pack,Thailand,3.75,
1438,Maruchan,Old Style Miso Ramen,Pack,Japan,3.5,
190,Maggi,Perencah Tom Yam,Pack,Malaysia,2.9,
2141,Nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5,
1,Westbrae,Miso Ramen,Pack,USA,0.5,
1283,Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4,
2578,Nissin,Cup Noodles Chicken Vegetable,Cup,USA,2.25,
1247,Maruchan,I Want To Eat Ramen Pork Tonkotsu Flavor,Pack,Japan,4,
949,Ko-Lee,Instant Noodles Chicken ,Pack,UK,3.5,
498,Hsin Tung Yang,Tiny Noodle With Oyster Flavor,Pack,Taiwan,0,
1137,Koka,Oriental Style Instant Noodles Crab Flavour,Pack,Singapore,3.75,
1554,ICA,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,3,
2100,Myojo,Mee Goreng Original Flavour,Pack,Singapore,4,
1295,Wu-Mu,Steam Mushroom Flavor Ramen,Pack,Taiwan,3.25,
2244,Kang Shi Fu,Artificial Spicy Beef Flavour,Pack,Hong Kong,4,
591,Batchelors,Super Noodles To Go Chinese Space Rib,Bowl,UK,2.5,
2275,JML,Hot & Sour Beef Noodles,Pack,China,4,
873,Vifon,Viet Rice Noodles Chicken,Pack,Vietnam,3.5,
992,Prima Taste,Singapore Laksa La Mian,Pack,Singapore,5,2013 #1
955,Sakurai Foods,Miso Ramen,Bowl,Japan,4,
1964,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5,2016 #10
2132,Maruchan,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,USA,5.0,
2257,Fuku,Tom Yam Soup Instant Noodle,Pack,Hong Kong,2.3,
2001,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,4,
481,Thai Kitchen,Roasted Garlic Rice Noodle,Bowl,USA,3.75,
928,Kamfen,Dried Mix Noodles Artificial Spicy Pork,Tray,China,4,
2076,Nissin,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,Hong Kong,3.75,
1068,Koka,Oriental Instant Noodles Stir Fried Noodles,Pack,Singapore,3.75,
145,Sakurai,Vegetarian Flavor,Pack,Japan,3.5,
1537,Wai Wai,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,3.75,
2393,Ripe'n'Dry,Hokkaido Miso Ramen,Pack,Japan,3,
1199,Mama,Instant Noodles Chicken Green Curry Flavour,Pack,Thailand,3.75,
1882,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,
514,Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,Japan,3,
1019,Samyang Foods,Kimchi Ramyun (SK Version),Pack,South Korea,4,
2014,Oni Hot Pot,Ghost Pepper Noodle,Pack,Taiwan,4.5,
834,Indomie,Mi Goreng Kriuuk Pedas,Pack,Indonesia,3.75,
700,Nissin,Chikin Ramen (Local),Pack,Japan,5,
1349,Mamee,Mie Goreng Indonesia Original Flavour,Cup,Malaysia,4.5,
612,Maruchan,Yakisoba Spicy Chicken,Tray,USA,1.75,
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,USA,4.75,
2349,Fantastic,Noodles Chicken & Corn Flavour,Cup,Australia,3,
79,Sapporo Ichiban,Kitsune Udon,Pack,Japan,3.25,
1213,Nan Jie Cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,China,0.5,
1471,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5,2013 #10
2242,Great Value,Beef Style Noodles With Vegetables,Cup,Canada,3,
1611,Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4,
2546,New Touch,Sugo-Men Kyoto Backfat Shoyu Ramen,Bowl,Japan,3.75,
871,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4,
658,Paldo,Hwa King Cup,Cup,South Korea,3.5,
2358,Sichuan Baijia,Pickled Cabbage Flavor Instant Vermicelli,Bowl,China,4,
2412,Shirakiku,Sanukiya Udon Shrimp Flavor,Pack,USA,3.25,
544,Unox,Good Noodles Chicken,Pack,Holland,3.5,
830,Seven-Eleven,Seven & I Shoyu,Cup,Japan,4.5,
2530,Ottogi,Ppushu Ppushu Noodle Snack Honey Butter ,Pack,South Korea,2,
445,iNoodle,Taiwan Style Chow Mein,Pack,Taiwan,2.25,
29,Mee Jang,Tom Yum Shrimp,Bowl,Thailand,3.5,
1332,Sakura Noodle,Chikara Brand Udon Chicken Flavor,Pack,USA,3.75,
2176,MAMA,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,5,
487,Kailo,Big Bowl Artificial Chicken,Bowl,Hong Kong,2.75,
43,Kim Ve Wong,Jaopai Series: Vegetarian Instant Noodles,Bowl,Taiwan,0,
1858,Myojo,Wantan Men,Bowl,Japan,5,
692,Samyang,Assorted Vegetable Ramen,Pack,South Korea,3.75,
637,Snapdragon,Chinese Mushroom Rice Noodle,Cup,Singapore,2.5,
1512,Chewy,Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,Pack,Hong Kong,1.75,
2118,Nissin,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Cup,Thailand,3.25,
1720,Mamee,Chef Lontong Flavour,Cup,Malaysia,5,
100,Unif / Tung-I,Artificial Chinese Beef,Pack,Taiwan,2.85,
1816,Vifon,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,Vietnam,3.25,
460,Menraku,Tempura Udon,Bowl,Japan,5,
733,Indomie,Rasa Soto Betawi,Pack,Indonesia,4.5,
2099,Sanpo,Yakibuta Ramen,Bowl,Japan,4,
1329,Vifon,Oriental Style Instant Noodle Mi Ga Chicken Flavor,Cup,Vietnam,1.25,
2267,Shirakiku,Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base,Pack,USA,2,
146,Mama,Pho Bo,Pack,Thailand,2.5,
2560,Nissin,Cup Noodles Laksa Flavour,Cup,Hong Kong,4.25,
1019,Samyang Foods,Kimchi Ramyun (SK Version),Pack,South Korea,4,
2222,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5,
1542,Koka,Noodles Beef Flavour,Cup,Singapore,2.5,
2009,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,3,
2227,Maruchan,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,USA,4,
501,Nongshim,Neoguri Mild,Pack,South Korea,3.25,
553,Samyang,60 Ingredients,Cup,South Korea,2.75,
555,Batchelors,Super Noodles Chinese Chow Mein,Pack,UK,2.75,
502,Sunlee,Beef Rice Stick,Bowl,Thailand,2,
2536,Lele,Instant Noodles Beef,Pack,Ghana,3.5,
2534,Fujiwara,Hokkaido Hakodate Shoyu Ramen,Pack,Japan,4,
376,Sau Tao,Noodle King Lobster Thick,Bowl,Hong Kong,2.75,
1025,Samyang Foods,Hot Chacharoni,Pack,South Korea,3.75,
2349,Fantastic,Noodles Chicken & Corn Flavour,Cup,Australia,3,
2381,Nissin,Demae Iccho Seafood Flavour Instant Noodle,Cup,Hong Kong,4.75,
2545,KOKA,Instant Noodles Laksa Singapura Flavour,Pack,Singapore,5,
111,Ottogi,Odongtongmyon Seafood Spicy,Pack,South Korea,3.25,
56,Doll,Instant Noodles With Sesame Oil & Soup Base,Pack,Hong Kong,1,
2005,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.50,
1236,Emart,Dare You Habanero Ramyun,Cup,South Korea,3.25,
1108,Chencun,Spicy Beef,Cup,China,3.5,
1460,Nissin,Premium Instant Noodles Spicy Beef Flavour,Pack,Singapore,3.75,
723,Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,5,
574,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.75,
1029,Samyang Foods,Nagasaki Crab Jjampong,Pack,South Korea,5,
1163,Chewy,Rice Vermicelli Spicy Beef With Chilli Flavour,Pack,China,3.25,
446,Sao Tao,Noodle King Hong Koing Style Wonton,Bowl,Hong Kong,2.25,
1145,Asian Thai Foods,Fatafat Chicken Flavor,Pack,Nepal,3.75,
2535,Nissin,Cup Noodles Very Veggie Chicken Flavor Ramen Noodle Soup,Cup,USA,5,
687,Nissin,Cup Noodles Xo Sauce Seafood,Cup,Hong Kong,3.75,
1406,La Fonte,Spaghetti With Mushroom Sauce,Pack,Indonesia,3.75,
2394,Nissin,Cup Noodles Prawn Flavour,Cup,Hong Kong,3.75,
978,Sun Noodle,Ramen Pork Flavor,Tray,USA,5,
631,Fashion Foods,XO Sauce,Bowl,Thailand,1.25,
1149,Asian Thai Foods,Preeti Instant Noodles Chicken Soup Base,Pack,Nepal,3.5,
1804,Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75,
2520,Nissin,Cup Noodles Blacl Pepper Crab Flavour (More Angry Crab),Cup,Singapore,5,
2075,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5,
2026,MyKuali,Penang White Curry Authentic Taste Cup,Cup,Malaysia,4.75,
298,Nongshim,Hearty Rice Noodle Spicy Veggie Consomme,Pack,South Korea,2.75,
1488,Mom's Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,5,
1322,Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4,
1625,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5,
1553,Mamee,Mi Segera Perisa Itik,Pack,Malaysia,3.75,
1483,Four Seas,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,Hong Kong,4,
1655,Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3,
2331,Nissin,Cup Noodles Sopa Nissin Hot Sauce Sabor A Pollo,Cup,Mexico,4,
1289,JML,Braised Beef Noodles,Pack,China,4,
464,Mama,Vegetable,Pack,Thailand,3.25,
93,Payless,Xtra Big Original Pancit Canton,Pack,Philippines,4.5,
154,Nissin,Creamy Chicken,Cup,USA,1.75,
120,Samyang,Beef,Pack,South Korea,4,
2375,Uni-President,Man Han Feast Braised Pork Flavor Instant Noodles,Bowl,Taiwan,5,
693,Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25,
2155,Jingqi,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,4,
1937,MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75,
1593,Nongshim,Tteokgukmyun,Pack,South Korea,4.25,
1287,Kimura,Kumamoto Tonkotsu Ramen,Pack,Japan,5,
483,Itomen,Yellow Buckwheat,Bowl,Japan,4.5,
1973,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25,
1534,Vit's,Seafood Instant Noodles,Pack,Malaysia,3.75,
2018,Pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,4,
829,Paldo,Kko Kko Myun King Cup,Bowl,South Korea,4.75,
2248,Nongshim,Shin Noodle Soup,Cup,USA,5,
1513,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4,
143,Mama,Mamy Chand Clear Soup,Pack,Thailand,2.75,
2290,Nissin,Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,
2478,Kiki Noodle,Scallion Oil & Soy Sauce Noodle,Pack,Taiwan,5,
976,Nissin,Donbei Tensoba,Bowl,Japan,4,
1537,Wai Wai,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,3.75,
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,4.25,
144,Nongshim,Kimchi Ramyun,Pack,South Korea,3.5,
1500,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,2015 #1
398,Paldo,Bowl Noodle Beef With Vegetables,Bowl,South Korea,3.75,
1655,Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3,
2016,Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5,
2005,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.50,
1935,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,3.75,
662,Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25,
1553,Mamee,Mi Segera Perisa Itik,Pack,Malaysia,3.75,
567,Goku Uma,Soy Sauce,Bowl,Japan,3.5,
432,Ve Wong,Instant Bean Thread Seafood,Bowl,Taiwan,2.5,
1923,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,
2335,Nissin,Cup Noodles Gourmet Sabor A Caldo De Camaron,Cup,Mexico,5,
2023,Urban Noodle,Authentic Street Food Black Bean,Cup,UK,0,
294,Paldo,South Korean Seafood,Pack,South Korea,3.75,
981,S&S,Saimin,Pack,USA,4,
1834,Vit's,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5,
1686,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,
1568,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,
31,Myojo,Ippeichan Yakisoba,Tray,Japan,4,2013 #6
2124,7 Select,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Bowl,Thailand,3.5,
1810,MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,5,
2530,Ottogi,Ppushu Ppushu Noodle Snack Honey Butter ,Pack,South Korea,2,
313,Paldo,Dosirac Shrimp,Tray,South Korea,4.25,
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5,
2004,Nissin,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,3.75,
1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,
2310,Pran,Mr. Noodles Instant Noodles Beef Flavour,Pack,Bangladesh,4,
2048,Acecook,Kadomen Koikoku Tonkotsu,Bowl,Japan,3.8,
549,Mi Sedaap,Supreme Soto,Pack,Indonesia,4,
754,Nongshim,Ansungtangmyun (US Version),Pack,USA,3.75,
1212,Ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,3.5,
836,Binh Tay,Mi Chay Vegetarian,Pack,Vietnam,3.5,
803,Master Kong,Premium Taste Roasted Beef,Bowl,China,4,
1265,ABC,Rasa Ayam Bawang Chicken Onion Flavour,Cup,Indonesia,3.75,
2298,Nissin,Cup Noodles Spicy Chile Chicken (New Recipe),Cup,USA,4,
479,Nongshim,Potato Noodle Soup,Pack,South Korea,3.75,
1326,Mamee,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,Pack,Malaysia,3.75,
1019,Samyang Foods,Kimchi Ramyun (SK Version),Pack,South Korea,4,
2443,KOKA,Signature Chicken Flavor Instant Noodles,Cup,Singapore,3.75,
1409,Baixiang Noodles,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,China,3.5,
1140,Asian Thai Foods,Preeti Instant Noodles Veg Soup Base,Pack,Nepal,5,
1824,Nongshim,Soon Veggie Noodle Soup,Cup,USA,5,
2435,Mum Ngon,Lau Tom Chua Cay,Pack,Vietnam,3.5,
79,Sapporo Ichiban,Kitsune Udon,Pack,Japan,3.25,
1993,Nissin,Raoh Tonkotsu,Pack,Japan,5,
2242,Great Value,Beef Style Noodles With Vegetables,Cup,Canada,3,
1546,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,
1215,GaGa,Mi Instan Cup Milk Chicken Soup,Cup,Indonesia,4.75,
1008,Ottogi,Sesame Flavor Noodle Bowl,Bowl,South Korea,3.5,
1706,Maggi,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,4.75,
1619,Nissin,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,Pack,Singapore,3.75,
1252,Tesco,Instant Noodles Chow Mein Flavour,Pack,UK,2.25,
1576,Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,
2290,Nissin,Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,
1734,Koka,Laksa Singapura,Pack,Singapore,4.25,
926,Ibumie,VegeMee Vegetarian Flavour,Pack,Malaysia,2.75,
53,Indomie,Chicken,Cup,Indonesia,2,
906,Daddy,Kari 365 Curry Flavour,Pack,Malaysia,5,
579,Baijia,Sichuan Pickled Sweet Potato Thread,Pack,China,1.75,
2154,Jingqi,Black Eyes Bean Original Noodle With Sesame Sauce,Pack,Taiwan,4,
1398,Nissin,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,Singapore,3,
867,Indomie,Rasa Coto Makassar,Pack,Indonesia,4,
2083,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5,
633,Mr. Udon,Seafood Selection,Pack,South Korea,3.5,
2064,Nongshim,Arrabiata Rice Bucatini,Pack,USA,5,
748,Hosoonyi,Naengmyeon Combo,Bowl,USA,3.75,
226,Nissin,Chow Noodles Cheddar Cheese,Tray,USA,4,
2507,Indomie,RMy Noodlez Rumput Laut,Pack,Indonesia,4,
777,Mr. Noodles,Oriental,Pack,Canada,2.75,
1906,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,
1608,Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,
1599,Nissin,Top Ramen Super Noodles Tomato,Pack,India,3.5,
420,Sapporo Ichiban,Beef Flavorc,Cup,USA,3.5,
1416,Myojo,Chukazanmai Szechuan Style Miso,Pack,Japan,2,
1248,Wu-Mu,Beef Flavour Tomato Ramen,Pack,Taiwan,4,
706,Unif,Man Han Feast Spring Onion Eel,Bowl,Taiwan,4.25,
124,Nissin,Yakisoba With Mayonnaise/Mustard Packet,Tray,Japan,5,
1533,Miliket,Sate Flavor Instant Noodles,Pack,Vietnam,3.75,
1797,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,
2232,Nissin,Spicy Chikin Donburi,Bowl,Japan,5,
259,Vina Acecook,Mi Lau Thai Seafood,Pack,Vietnam,4,
92,Fashion Food,Tom Yum Seafood Creamy,Bowl,Thailand,2,
364,Sao Tao,Noodle King Beef Hong Kong Style,Bowl,Hong Kong,2.5,
2074,Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5,
674,Paldo,Kko Kko Myun,Pack,South Korea,5,
203,Nongshim,Bowl Noodle Hot & Spicy,Bowl,USA,2,
2151,Jingqi,Aloe Vera Guan Mian Original Noodle With Sesame Sauce,Pack,Taiwan,5,
862,Nissin,Top Ramen Short Cuts Roast Chicken,Pack,USA,4.25,
756,Daikoku,Bikkuchigekara Big Chige,Bowl,Japan,3.75,
965,Annie Chun's,Noodle Express Chinese Chow Mein,Tray,USA,3.75,
589,Vifon,South Korean Style Kim Chee,Bowl,Vietnam,4.25,
419,Myojo,Ramen Desse Shio,Bowl,Japan,4.25,
353,Nissin,Top Ramen Chili,Pack,USA,3.25,
1630,Nongshim,Korean Clay Pot Ramyun,Bowl,China,2.5,
143,Mama,Mamy Chand Clear Soup,Pack,Thailand,2.75,
1122,Nagao Noodle,Ramen Kamen Thasos Galle Pork Bone,Pack,Japan,4.25,
2456,KOKA,Signature Spicy Singapore Fried Noodles Instant Noodles,Pack,Singapore,4.25,
1734,Koka,Laksa Singapura,Pack,Singapore,4.25,
273,Wai Wai,Minced Pork Tom Yum,Pack,Thailand,2.5,
245,Six Fortune,Broad Noodles,Pack,South Korea,3.75,
1853,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,
1611,Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4,
346,Paldo,Bowl Noodle Spicy Artificial Chicken,Bowl,South Korea,3.125,
2205,Maruchan,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,USA,4,
180,Myojo,Hyobanya No Yakisoba Sauce Flavor,Tray,Japan,4.75,
587,Sunlight,Steam Vermicelli,Pack,Taiwan,2.1,
1276,Adabi,Mi Bandung Prawn Mee,Pack,Malaysia,4.25,
2075,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5,
178,Mama,Oriental Style Clear Soup,Pack,Thailand,2,
2247,Nissin,Sapporo Noukou Miso Ramen,Bowl,Japan,5,
1782,Western Family,Beef Flavour Instant Noodles,Pack,Canada,0,
656,Nissin,Ramen Bowl Hot & Spicy,Bowl,USA,3.75,
1647,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,
2061,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4.25,
1218,Sau Tao,Ho Fan Beef Soup Flavored,Pack,China,3.75,
1604,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1,
2528,Prima,Juzz's Mee Creamy Chicken Flavour (Export Version),Pack,Singapore,5,
2073,Great Value,Spicy Ramen Noodles,Pack,Canada,4,
1172,Koyo,Seaweed Ramen Made With Organic Noodles,Pack,USA,2.75,
331,Sunlee,Crab Noodle,Bowl,Thailand,4.5,
747,Nissin,Spoon-it Chicken,Pack,USA,3.5,
569,Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,Vietnam,3,
2055,Nissin,Tokyo Tokunou Gyokai Tonkotsu,Bowl,Japan,5,
919,Maruchan,35% Less Sodium Beef,Pack,USA,3.5,
1072,Deshome,Aloe Noodle With Spicy Soybean Sauce,Pack,Taiwan,4,
1427,Osaka Ramen,Miso Ramen,Bowl,USA,3.75,
981,S&S,Saimin,Pack,USA,4,
528,Unox,Good Noodles Vegetable,Pack,Holland,3.75,
435,Mi Sedaap,Mie Sambal Goreng,Pack,Indonesia,4.25,
2373,Nissin,Top Ramen Atta Nooldes Masala,Pack,India,4.5,
2052,Indomie,Pop Mie Mi Instan Cup Rasa Ayam,Cup,Indonesia,3.5,
1354,Mamee,Chef Creamy Tom Yam Flavour,Cup,Malaysia,4.75,
1763,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,
1675,Baixiang Noodles,Sauerkraut Flavor,Pack,China,4.5,
2329,Patanjali,Atta Noodles Jhatpat Banao Befikr Khao,Pack,India,5,
939,Pot Noodle,Sweet & Sour,Cup,UK,3.75,
1422,Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,USA,3,
2183,MAMA,Instant Rice Noodles Moo Nam Tok Flavour,Pack,Thailand,3.50,
427,Koka,Mi Hai Cua Crab Flavor,Pack,Singapore,5,
1597,Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,USA,4,
2288,Nissin,Cup Noodles Tom Yum Goong Flavour,Cup,Hong Kong,4,
1325,Koka,Spicy Shrimp Tom Yam Flavour,Cup,Singapore,3.25,
1044,Nongshim,Shin Ramyun Noodle Spicy Mushroom,Bowl,China,3.25,
605,Little Cook,Artificial Onion,Cup,Thailand,3.5,
557,Batchelors,Super Noodles Souther Fried Chicken,Pack,UK,3.75,
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,
1765,Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package) ,Cup,USA,3.5,
2494,Nissin,Demae Ramen Korean Kimchi,Pack,Germany,3.5,
1230,Saji,Sajimee Original Soto Soup Flavor,Pack,Malaysia,4,
2346,Knorr,Chatt Patta Instant Noodles,Pack,Pakistan,1,
596,Thai Kitchen,Lemongrass Chili Rice Noodle,Pack,USA,1.5,
2001,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,4,
430,Quickchow,Pancit Canton toyo Mansi,Pack,Philippines,5,
2229,Kang Shi Fu,Artificial Beef With Sauerkraut Flavour,Pack,Hong Kong,4,
363,Nissin,Demae Iccho Tonkotsu Macaroni,Pack,Japan,3.5,
1233,Nissin,Sabor A Pollo Sopa Instantánea Con Fideos,Pack,Colombia,3.25,
2409,Mama Pat's,Seafood Gumbo Flavor Instant Ramen Noodles,Pack,USA,3.5,
2147,Maruchan,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,USA,3,
256,Nissin,Cup Noodles Shrimp,Cup,USA,3.5,
1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,USA,0,
1753,Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,USA,3.5,
1097,Amianda,Homely Dried Noodles - Sesame Pate,Pack,Taiwan,3.75,
763,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.25,
114,Samyang,Kimchi,Pack,South Korea,2.9,
367,Saigon Ve Wong,Kung Fu Artificial Chicken,Pack,Vietnam,3.25,
852,SuperMi,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,Indonesia,4,
1410,Adabi,Mi Segera Tom Yam Instant Noodles,Pack,Malaysia,3.25,
566,Foodmon,DJ DOC Jjolmyeon,Bowl,South Korea,5,
